ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,btc_halving,btc_halving_lower,btc_halving_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat,yhat_moving_avg_7,yhat_moving_avg_14,yhat_moving_avg_28,yhat_moving_avg_90
2022-01-17,46330.21475351393,10726.865508983634,77541.71448691876,46330.21475351393,46330.21475351393,0.0,0.0,0.0,0.0,0.0,0.0,-0.03248268559005866,-0.03248268559005866,-0.03248268559005866,-1.9257131546681716e-05,-1.9257131546681716e-05,-1.9257131546681716e-05,-0.03246342845851197,-0.03246342845851197,-0.03246342845851197,0.0,0.0,0.0,44825.284954355644,45398.842549265144,,,
2022-01-18,46253.44171013036,15048.107865953898,76258.8531058545,46253.44171013036,46253.44171013036,0.0,0.0,0.0,0.0,0.0,0.0,-0.036884859048361286,-0.036884859048361286,-0.036884859048361286,-0.0011293166241354087,-0.0011293166241354087,-0.0011293166241354087,-0.03575554242422588,-0.03575554242422588,-0.03575554242422588,0.0,0.0,0.0,44547.39003215061,45211.41287544859,,,
2022-01-19,46176.66866508154,13455.770342272353,74781.70500998221,46176.66866508154,46176.66866508154,0.0,0.0,0.0,0.0,0.0,0.0,-0.04420431330816831,-0.04420431330816831,-0.04420431330816831,-0.004849221422037687,-0.004849221422037687,-0.004849221422037687,-0.03935509188613062,-0.03935509188613062,-0.03935509188613062,0.0,0.0,0.0,44135.4607358828,45011.78991799243,,,
2022-01-20,46099.895620032716,13879.838287281105,76627.26784915528,46099.895620032716,46099.895620032716,0.0,0.0,0.0,0.0,0.0,0.0,-0.042240220091178546,-0.042240220091178546,-0.042240220091178546,0.0010087538999915611,0.0010087538999915611,0.0010087538999915611,-0.043248973991170114,-0.043248973991170114,-0.043248973991170114,0.0,0.0,0.0,44152.62588286217,44798.74563757905,45421.77072519959,,
2022-01-21,46023.12257498389,8816.674655829813,74518.62839161497,46023.12257498389,46023.12257498389,0.0,0.0,0.0,0.0,0.0,0.0,-0.05344517292555307,-0.05344517292555307,-0.05344517292555307,-0.006030830227523648,-0.006030830227523648,-0.006030830227523648,-0.047414342698029424,-0.047414342698029424,-0.047414342698029424,0.0,0.0,0.0,43563.408830389955,44573.14525058523,45235.03415572087,,
2022-01-22,45946.349529935076,12389.25368299286,75769.74790776921,45946.349529935076,45946.349529935076,0.0,0.0,0.0,0.0,0.0,0.0,-0.052405679740501886,-0.052405679740501886,-0.052405679740501886,-0.0005869516941899943,-0.0005869516941899943,-0.0005869516941899943,-0.0518187280463119,-0.0518187280463119,-0.0518187280463119,0.0,0.0,0.0,43538.49985122414,44334.30161176023,45037.59785949586,,
2022-01-23,45869.57567336515,12914.324535842305,72630.99884165547,45869.57567336515,45869.57567336515,0.0,0.0,0.0,0.0,0.0,0.0,-0.04481364198845831,-0.04481364198845831,-0.04481364198845831,0.01160682319944557,0.01160682319944557,0.01160682319944557,-0.05642046518790388,-0.05642046518790388,-0.05642046518790388,0.0,0.0,0.0,43813.99293097647,44082.38045969169,44828.540191003514,,
2022-01-24,45792.80181679522,12203.310127198407,76341.15317828616,45792.80181679522,45792.80181679522,0.0,0.0,0.0,0.0,0.0,0.0,-0.061188685716516485,-0.061188685716516485,-0.061188685716516485,-1.92571315218475e-05,-1.92571315218475e-05,-1.92571315218475e-05,-0.061169428584994634,-0.061169428584994634,-0.061169428584994634,0.0,0.0,0.0,42990.80045834861,43820.31124597639,44609.57689762077,,
2022-01-25,45716.0279602253,10984.945799001336,76530.39249266405,45716.0279602253,45716.0279602253,0.0,0.0,0.0,0.0,0.0,0.0,-0.06713737363596964,-0.06713737363596964,-0.06713737363596964,-0.001129316624139206,-0.001129316624139206,-0.001129316624139206,-0.06600805701183043,-0.06600805701183043,-0.06600805701183043,0.0,0.0,0.0,42646.77390990722,43548.79465708447,44380.10376626654,,
2022-01-26,45639.25410365537,8612.90106564577,74402.82841030572,45639.25410365537,45639.25410365537,0.0,0.0,0.0,0.0,0.0,0.0,-0.07572186693867611,-0.07572186693867611,-0.07572186693867611,-0.0048492214220311435,-0.0048492214220311435,-0.0048492214220311435,-0.07087264551664496,-0.07087264551664496,-0.07087264551664496,0.0,0.0,0.0,42183.364577237946,43269.92377727807,44140.856847635245,,
2022-01-27,45562.480243316175,11006.469915750868,74003.14249573204,45562.480243316175,45562.480243316175,0.0,0.0,0.0,0.0,0.0,0.0,-0.07468611770320122,-0.07468611770320122,-0.07468611770320122,0.0010087539000051796,0.0010087539000051796,0.0010087539000051796,-0.07569487160320641,-0.07569487160320641,-0.07569487160320641,0.0,0.0,0.0,42159.59548101408,42985.205148442634,43891.975393010835,,
