ds,y,y_moving_avg_7,y_moving_avg_14,y_moving_avg_28,y_moving_avg_90
2026-01-18,94871.43710806206,95380.26153608391,94659.13679945686,93075.02152369331,90209.61776249368
2026-01-17,95289.12881136924,95566.82710865504,94354.7976531683,92944.61226178578,90160.53409183655
2026-01-17,95256.86532127215,95713.28164295688,94031.42346535683,92800.83684046441,90108.26385931473
2026-01-17,95802.5,95856.82941544206,93690.53678549753,92614.39547206784,90079.47030687661
2026-01-16,95170.66284299552,95462.1102801611,93317.1255194237,92406.48723925269,90044.49254591891
2026-01-16,95126.31795987669,95169.49097558607,93003.73378310248,92206.54370728243,90017.9602112387
2026-01-15,96144.91870901168,94634.04787912277,92680.64313452186,92005.3086843005,89993.20146260866
2026-01-15,96177.39611605999,93938.01206282979,92276.66421212156,91718.98009438766,89914.77083060617
2026-01-14,96314.3105514822,93142.76819768154,91864.14299345294,91425.27632001317,89836.6052200471
2026-01-14,96261.69972866836,92349.56528775678,91541.0215449203,91138.14365867163,89750.49065836397
2026-01-13,93039.46605303323,91524.24415555298,91220.83179483462,90848.95040041654,89609.53843915655
2026-01-13,93122.3277109703,91172.14075868628,91227.38841133661,90668.85073244522,89532.58133412454
2026-01-12,91378.2162846335,90837.97659061887,91230.45874299253,90488.90492295499,89456.67851838461
2026-01-12,91272.667994961,90727.23838992095,91355.7278640653,90379.75772946353,89454.2239333969
2026-01-11,90610.68906002218,90615.31636141335,91490.90624792977,90272.8085791707,89453.63897453595
2026-01-11,90761.89018200891,90585.51778922435,91534.42687040326,90167.9281301432,89454.75494028612
2026-01-10,90484.45180324186,90732.4778020838,91570.250215572,90060.49585261643,89453.46680913144
2026-01-10,90574.7422749663,90917.41943411625,91538.25415863816,89955.8194520712,89463.80292989346
2026-01-09,90783.17853449844,91282.63606398694,91495.84895908169,89844.39500801674,89472.92783421736
2026-01-09,90603.04887974811,91622.94089536618,91409.35363146236,89746.9843996746,89477.26523292092
2026-01-08,90489.2137954076,91984.21733820962,91329.97423407916,89652.14840242892,89483.50873574328
2026-01-08,90402.09905469925,92366.49613444619,91161.29597665377,89552.14994976266,89457.15138520753
2026-01-07,91790.61027202493,92483.33595158218,90986.40964657337,89458.24156891102,89434.80149024687
2026-01-07,91779.04322746917,92408.02262906023,90735.26577242294,89294.92521144079,89384.12250667556
