ds,y,y_moving_avg_7,y_moving_avg_14,y_moving_avg_28,y_moving_avg_90
2025-05-22,117094.66666666667,93028.41302383415,83880.19239705736,90009.71864373932,75358.96572398272
2025-05-21,107773.05400158906,76300.63051431034,82981.05413656904,89518.04141765698,75026.97996083947
2025-05-21,0.1955,76013.98330178366,82762.65742216982,89359.91308022584,74798.10501975872
2025-05-21,107100.5,90882.58628652454,90146.75060074126,89359.9141623687,74798.10378198094
2025-05-21,107789.8056455333,90520.10057223882,89861.67297280728,89227.09973742369,74548.14238554961
2025-05-20,105754.66935305,90000.50695435664,89524.50153188608,89070.80111813416,74291.35580819871
2025-05-20,105686.0,74892.72244677806,89386.47383983943,89013.49203082583,74061.50793779759
2025-05-20,0.1891,74731.97177028058,89247.90749108639,85238.99913439727,73832.61392323008
2025-05-20,105766.52351390239,89661.47775882775,89247.90645894353,88956.6390282795,74771.9939337387
2025-05-19,104080.41639318604,89511.33154255598,89152.36906509337,88878.455275204,74536.08274480396
2025-05-19,104563.1,89410.91491495798,89049.43160260255,85161.30504151879,74319.09078423699
2025-05-19,104152.65032035796,89203.24537337573,88926.22803117397,85126.94045564768,74096.80412751855
2025-05-19,0.1778,89048.49610941554,88823.07672304286,85087.72878436737,72939.55328840348
2025-05-18,104560.74526451768,103880.22523290078,96212.80787578653,85087.73004389119,73873.74962380988
2025-05-18,104506.73101983026,103763.8432118922,96139.2448904213,85030.6261991009,73646.13519509019
2025-05-18,104715.5,88834.3351590593,96055.02869874492,84881.332074046,73428.68372980988
2025-05-17,103377.5,88793.40658763073,95957.16873828185,81141.49999547457,73209.64188220851
2025-05-17,103109.41320892422,88687.9482902471,88573.07772399615,81034.11748803707,73001.37093163648
2025-05-17,103069.40547263666,88649.21068897222,88592.5265020401,80807.73010192947,72796.21302009882
2025-05-16,103822.2816643966,88597.65733667018,88617.1007043822,80579.89478087143,72586.34690942754
2025-05-16,103746.07111745766,88545.3905186723,88640.51022181222,76871.96205000012,72369.49606481999
2025-05-16,0.17465,88514.64656895038,81230.09077770813,76542.6095346008,72113.77518113826
2025-05-16,104429.0,103275.72223843052,88665.37159761549,79921.4687746612,73010.7160349243
2025-05-15,102639.2919183146,103120.93088893298,88604.54148531464,76191.86755323263,72722.53692253375
2025-05-15,102838.25,88458.20715774519,81273.17848043503,72526.18497281664,72451.7803393519
2025-05-15,102708.53200652236,88535.842315108,81327.6528801214,72219.48554101918,72179.69172687853
2025-05-14,103456.41393841144,88636.54407209426,81352.38084569189,71918.1719278362,71912.18021599065
2025-05-14,103530.86346940421,88735.62992495218,73962.65221199582,71631.2384417742,71626.96723522632
2025-05-13,103327.70433636106,73945.53498646586,73922.00750778054,67933.71365000975,70476.62505667737
2025-05-13,103345.46055351722,74055.02095680045,73707.63544934709,67648.60540636044,70190.74762605038
2025-05-13,0.2258,74088.1520816963,66325.83125266728,67394.35986361983,69936.0562051173
2025-05-12,103381.69610153971,74088.14980312488,73495.15725207796,70831.40660964158,69936.0544877099
2025-05-12,103413.44430542616,74119.4634451348,73022.93370181881,70605.2108373647,69686.59874932245
2025-05-11,104150.01490841694,74068.21761928951,72542.68885736063,70378.29801438494,69460.11893012682
2025-05-11,0.1989,59189.67449903947,65103.41387818799,66658.66190813195,69226.48968609335
2025-05-11,104094.10612870312,73898.48002909521,71855.12829149347,70087.67655193563,70151.10676273602
2025-05-10,103577.37842778824,73360.24994189372,71177.56595170693,66370.03670091051,69918.90462305368
2025-05-10,0.20985,58563.51042363826,63779.193621150625,66104.72554465299,69685.24280402345
2025-05-10,103600.89159560911,72902.16470103104,63779.191465198244,66104.723627153,70603.74925114831
2025-05-09,103054.72352450919,71926.40395850282,63111.318201916954,65771.87501655034,70400.67859217839
2025-05-09,0.21306666666666665,71017.16009543175,62483.96300998052,65455.44947620337,70206.02803701595
2025-05-09,102961.83761039014,71017.15325733651,69299.82467155257,68842.22717033923,70206.02664049741
2025-05-08,100326.49551829272,69811.77655389172,61945.419792238994,68550.35501849164,69994.8761402924
2025-05-08,0.2018,68994.88196152014,61589.57536337379,68332.08026867162,69814.48524475672
2025-05-08,100370.78979174947,68994.87681866299,68462.88847457239,71699.98859158957,70731.45028907614
2025-05-07,96770.56639791159,54656.21822936544,68167.65596720521,68115.32286152708,70531.87261163311
2025-05-07,96690.01648301164,54296.232445331094,68187.48797291059,68022.02792080911,70377.03931980528
2025-05-07,0.1652,53950.765924529296,68213.90717140926,64568.81793213012,70222.44660925565
2025-05-06,94524.2006862766,67582.49608576865,68213.90993807591,67929.34420805603,71140.4915045558
2025-05-06,94608.23337169163,54079.06303058628,68320.2248123778,67925.25629540926,71009.7163027882
2025-05-06,0.1658,54184.26876522744,61562.50745011411,67920.33869329376,70904.51428307772
2025-05-05,0.17966666666666664,67930.9001304818,68430.25746815537,67920.33770083345,71849.36260198937
2025-05-05,94250.66590967112,81679.09370504497,68430.25578910774,71294.8637936365,72817.1429310078
2025-05-05,94271.75083739907,82078.74350049008,68432.43183118374,67928.77338138633,72737.97921504696
2025-05-04,95422.27632867545,82477.04841828921,68426.93594242622,67931.68935151523,72660.22482173803
2025-05-04,0.1693,68845.32379038319,68384.6296691259,67837.00276204186,72570.51174687369
2025-05-04,95344.67351417974,82561.38659416932,75155.29024474428,71151.61461071494,73540.35924019215
2025-05-03,96226.58535678047,68940.7461350008,75074.58517396946,67746.45147330375,72480.9752889235
2025-05-03,96237.53468860898,68929.61480582894,74937.08870860675,67644.48274707646,72382.79099206532
2025-05-02,97048.21447778681,55181.41787317052,68062.98975584896,64207.432410340414,72256.60549102444
2025-05-02,97059.88526199298,54786.1201618774,67856.56786870763,64076.353684921014,72121.47324494219
2025-05-02,0.2039333333333333,54376.823466563226,60923.72869285098,63831.253875388255,71977.5774009301
2025-05-01,96012.60892650293,67923.93554786859,67644.77847803618,67070.48977502817,72911.75682841818
2025-05-01,0.1903,67749.19389531923,67530.2877784407,66756.32331278779,72776.6800817005
2025-05-01,96148.66605257754,81208.42421293813,74278.16993647341,69869.68470579934,72776.67909503382
2025-04-30,0.15616,80944.56261138456,67410.41793351153,66435.80677892157,72640.62081531949
2025-04-30,94281.13049873496,80944.56163852742,74159.47179816525,69457.3717132494,72640.62021576393
2025-04-30,94194.80839479383,80927.01557553785,67425.11493158893,69114.43896986432,72542.13336167044
2025-04-29,94829.9885024709,67470.63391913874,67436.44276060424,68788.49442065558,72448.0964592021
2025-04-29,94789.4173586574,67365.62140820376,67289.37585495782,68440.47835588605,72333.62060737995
2025-04-28,94214.80252333224,67311.38166156216,67147.93897668559,68074.58452328315,72218.24740738932
2025-04-28,94301.63484170259,67347.9156600087,60418.31777263805,67728.86002279897,71171.41742435232
2025-04-28,0.14934999999999998,53876.273255638494,60351.87678554615,67380.628062101,71038.79246076623
2025-04-27,94158.30805780804,67374.38195780307,60351.87506483187,70400.52633157745,71952.11805591629
2025-04-27,0.1368,53923.21428764002,60296.139501134414,67037.73228665574,71832.92865604961
2025-04-27,94094.90092592606,67402.25160206977,66738.77905792552,70040.50768617635,72759.14190375803
2025-04-26,94409.73913216623,67213.13030171186,66496.20107202017,69682.67003452701,71713.6443356922
2025-04-26,94470.54051245803,66984.49629180902,65982.35884713489,69344.3257492569,71592.05008748446
2025-04-26,0.1380111111111111,53488.71988526739,65461.19947512525,69006.15407795043,71471.8774151238
2025-04-25,94486.91026515205,66827.4803154538,65461.1956243316,72028.76037928637,72399.56520201336
2025-04-25,0.13436666666666666,53329.368171860646,64755.27162833358,71677.27076876431,72285.33736643281
2025-04-25,94353.39800100819,66669.06471462881,70803.7630081397,74683.74652396266,73220.74756043078
2025-04-24,92771.05182342083,66075.3065137813,70140.5460807069,74324.90036855942,73099.65994421982
2025-04-24,92809.30106284625,65779.27184232845,69591.5808568143,73894.90536008378,72068.87177951516
2025-04-24,0.10566666666666667,64980.22140246076,69001.2300698807,73463.31787536587,71963.3702037337
2025-04-23,93371.46102241594,77433.67906498312,75039.4022729599,76266.63124030097,72876.39926845772
2025-04-23,0.12525999999999998,64094.910933209416,74409.37933865584,75727.3361834985,72752.08617399928
2025-04-23,93378.01016604381,76181.17508480651,80449.17759832305,78525.55581269125,73668.54202247619
2025-04-22,90197.09059507556,74938.46130165059,73779.32507217705,77998.93030771162,72631.00972063126
2025-04-22,90698.80912325099,74205.78564763253,73342.23631442718,77555.72156037392,72546.17231893298
2025-04-21,87215.94798377233,73403.88987130015,72869.13899703385,74316.48078454353,72435.20346257638
2025-04-21,87174.30930432322,73022.23873730062,72706.2926513789,73973.00891297779,72361.4142203734
2025-04-21,0.0841,72645.12548093665,72551.1086807756,73731.89903316411,71392.81193662166
2025-04-20,84603.97432117964,84723.84774410226,78596.32513424114,73731.8985736403,72286.40853086743
2025-04-20,84679.0136839524,84717.18011183957,78599.26990919505,73600.70947812211,72244.21152068995
2025-04-19,85068.36101694907,72620.1888427035,78563.73003978562,73541.82543861735,71303.33477975713
2025-04-19,85085.53868892435,72478.68698122185,78509.25465641194,73472.36193606221,71283.68711486587
2025-04-18,84544.39004577567,72334.38812276754,78198.22986335326,73405.5832613806,71267.07065398645
2025-04-18,84534.51650977548,72390.34656545719,77925.40568085105,73357.42338679192,71283.77431998643
2025-04-17,84551.13994215925,72457.09188061453,77493.86020764204,73286.4697512666,70344.50334987784
2025-04-17,84557.30089534071,72468.80252438,77045.29302834116,73219.13582801944,70361.86866987977
2025-04-16,0.0748,72481.35970655056,76601.93402705948,73246.53694919714,70292.8417154871
2025-04-16,84077.84798657743,84507.27123686775,82218.5355432462,76301.39761919316,71270.79806404856
2025-04-16,84075.44667974432,84539.82233160206,81769.20680632065,73298.62045467253,71313.2540352392
2025-04-15,84936.09914460308,84062.07160393897,75763.8225720532,73294.43638010803,71383.1605178238
2025-04-15,85001.7337158769,83460.4647962449,75239.72517457667,73264.26551494657,71442.55708548274
2025-04-14,84633.11444851752,82530.62853466954,74912.68938555264,73175.88416040623,70498.09495641745
2025-04-14,84645.20117053467,81621.78353230233,68867.47201303949,73096.44431659764,70529.6770181006
2025-04-13,84181.45551222026,80722.50834756841,68602.14904704917,73031.81463670022,70577.79543638998
2025-04-13,84305.70564971762,79929.79984962463,68519.92083744907,72981.64381603328,70632.64169323124
2025-04-10,80731.19158610275,78998.59128103926,68435.4692157125,72921.59024915096,70633.53663298582
2025-04-10,80724.85149074461,67465.57354016743,68612.93665940793,72993.84885418986,70669.14561536246
2025-04-09,78492.87988484939,67018.98555290843,68789.44109273283,73151.53457229714,70710.67691738489
2025-04-09,78271.19943194695,67294.75023643575,69079.07929489118,73385.23580862572,70883.89214088656
2025-04-08,78350.27487739721,56113.16049377665,69392.97862769772,73700.56473171065,71015.07878464942
2025-04-08,78632.4960266139,56481.78974652995,69891.1398713348,74013.98103870342,71146.3716666726
2025-04-07,77787.24566961997,57110.0418252735,70384.25969514012,74322.60101773847,71227.89948859911
2025-04-07,0.0674,57872.34715038573,64828.03410302441,74664.06008635505,71309.80055649525
2025-04-07,77598.73557993164,69760.29977864842,70825.05018816286,77781.43066845012,72255.81543469187
2025-04-06,80423.2326695405,70559.89663255721,71288.80585531649,75010.05146559542,72310.85170602596
2025-04-06,0.07123333333333333,70863.40835334663,71439.07893525982,75258.86453595273,72320.1839898953
2025-04-06,80930.67964667027,82672.79676161881,77325.4166201558,78290.3205488669,73228.91259985595
2025-04-05,83030.26057781884,83300.48999613966,77461.48022635125,78431.59314471381,72329.68529489294
2025-04-05,83123.38294540551,83658.47756500673,77443.36679461748,78470.12881339544,72351.20675691162
2025-04-04,83215.73579783885,71783.72105566309,77407.71128258944,78504.16343703316,72374.4031366633
2025-04-04,83195.91355729316,71889.8005976773,77374.76104897179,78527.01936289288,72391.67273890952
2025-04-03,82547.81471506646,72017.71507807578,77513.62805186147,75555.7403608467,72424.6421860163
2025-04-03,82665.79009123857,72014.74951717303,77691.39232236026,75604.154866676,72464.12130398223
2025-04-02,85324.53228831617,71978.0364786928,78008.15083572357,72651.80887056036,72530.65995732369
2025-04-02,85536.17355988841,71622.47045656283,78136.82220607204,72655.12248991764,72569.22770914472
2025-04-02,0.08737999999999999,71228.25602422822,78260.94234033683,72662.09797608752,72611.22855847928
2025-04-01,83958.29259193831,83031.7015095158,84500.08606968568,75680.92206389026,72611.22998277559
2025-04-01,84091.3149200825,82859.7215002663,84737.8111487374,75696.90551987465,72729.17625939607
2025-03-31,82527.0557887472,83009.54102564718,78731.29707587436,72693.64798880028,72844.68870967666
2025-03-31,82408.79882187705,83368.03512754748,79078.65013664565,72687.87414345055,72994.70952809989
2025-03-30,82835.57013340644,84038.26519275433,79255.22447757803,72680.39750386584,73144.56385256437
2025-03-30,82776.6725335461,84651.17395558124,79401.70606307639,72701.67221588017,72224.17100663763
2025-03-29,82624.20577701309,85293.62865644542,79496.89083217342,72722.4813787449,72376.17569275826
2025-03-29,82754.4325271917,85968.47062985557,79600.61559147686,69771.62116528014,72529.74220067324
2025-03-28,85140.05159774865,86615.9007972085,79679.27767681397,69797.04346050438,72694.87680525013
2025-03-28,85036.51450204934,74453.05312610154,73597.85266983192,69744.00590344194,71748.87870305292
2025-03-27,87100.409278325,74789.26514574382,73516.91741099178,69688.84605805334,71887.48437995237
2025-03-27,87125.9314731948,74472.1837624017,67295.46690539714,69585.48876464544,72002.1559859367
2025-03-25,87273.8554395954,74152.23817057154,67173.42277376326,69480.52877726292,72117.50361115418
2025-03-25,87348.09959088411,73700.15300790143,67063.2536118382,69344.15938806387,71147.79613960313
2025-03-24,87286.44369866216,73232.76055309815,66861.75805809481,66224.58858124659,71243.1163431466
2025-03-24,0.1179,72742.65455641944,66655.9998910119,66082.72127924139,71339.02527879746
2025-03-24,87389.99863954527,72742.65221356231,66655.99890172618,69017.45712180668,72396.43267212121
2025-03-23,84880.83959493024,72244.56967623976,66297.09815025544,68831.50297472134,71425.43478438024
2025-03-23,84886.31233038362,60118.750048392576,66105.57053015365,68745.7998328639,71540.12854705093
2025-03-22,84109.25930090465,60194.60737695497,66001.63836868395,65714.14949963591,71663.7285067024
2025-03-22,84076.35240726113,60426.35421577496,65948.07192531637,65658.88039754043,71795.68575379941
2025-03-21,83855.70172191122,60490.755563091494,59942.62673908343,65538.71109910808,71948.39294927428
2025-03-21,0.1015,60569.34522560437,59914.80924419479,65421.54018709356,72093.22576211703
2025-03-21,83903.42087828738,60569.34558989008,65890.15913705193,65421.540268045945,73171.0680406051
2025-03-20,0.1022,60349.62662427114,65860.7747051149,65297.267293182806,73322.92069372196
2025-03-20,85417.3136303204,72092.39101191473,71875.51062389376,68183.20090765443,74406.85829395341
2025-03-20,85731.48717264459,71808.66936041294,71787.63478076259,65132.58638514298,74538.66688758688
2025-03-19,84527.1618384769,71469.78963485778,71625.06516428955,65045.75009957481,74666.96798898296
2025-03-19,84405.82935950134,59394.49791507536,65587.41910439834,65012.28207712121,73727.77999077765
2025-03-18,0.10405,59260.273262785224,65509.44266747089,65070.92102805956,73875.44855344987
2025-03-18,82365.3881189548,71210.97268421379,71378.91534188717,65070.92192627385,74944.11285118113
2025-03-18,82199.45291350511,71371.92278595867,71365.90779918725,65204.801591394506,75114.18631652606
2025-03-17,83431.26206980781,71658.63023587277,71386.02913557415,65067.138094483606,75269.9063695731
2025-03-17,83359.32909375847,71766.60020111225,65426.660630587874,65230.88395522378,74342.89528768636
2025-03-17,0.1198,71780.34069372134,65369.68886976448,65393.0109659372,74484.35142205481
2025-03-16,83466.25679347033,71780.34029372134,71134.79545913276,68620.40061995003,75550.15858224462
2025-03-16,83655.0,71758.61207215655,70928.27112999232,68863.8125285371,75689.25572898384
2025-03-16,83492.03883116893,71546.85799956055,64952.92139903995,65876.13903210855,74759.75844731717
2025-03-15,84206.4050629039,71359.89281241583,64733.75988125073,66018.40550242394,74907.54829969585
2025-03-15,84187.05182648408,71113.42803527552,64490.891191415096,66188.74313648374,73971.92470709216
2025-03-14,83455.51254202217,59086.72106006351,58477.53798952338,66364.83480796417,74112.32599301117
2025-03-14,0.117,58959.037045807614,58466.43503486008,66398.075439593,74264.75107146274
2025-03-14,83314.15924251683,70489.25062454416,64437.14504984406,69395.78554673585,74264.75278097662
2025-03-13,82172.72149182802,70097.9301878281,64632.399388648235,69436.8037406732,74417.85281225754
2025-03-13,82183.28252115581,58358.98479851933,58762.92851066052,69862.14404453649,73504.82504457055
2025-03-12,82481.15162292172,58107.626950085614,59043.69538360176,70144.09814630254,73661.48799672088
2025-03-12,0.103,57868.35434755468,58748.24705339306,70418.57966903686,73814.18489848996
2025-03-12,82561.72444223087,57868.35491898325,65035.10727985967,73488.93313332257,74884.77504431506
2025-03-11,80711.6120511559,57973.83302391254,65416.33306210992,73581.66946682407,73967.42533829028
2025-03-11,80574.91618550429,58385.03947514395,66106.00578076731,73739.87640920046,74139.74339531478
2025-03-11,0.10376666666666667,59166.86858946838,66799.3539270819,73810.48654543245,73244.46961769808
2025-03-10,80423.77758211986,59166.87222280172,66799.35666517714,76712.73777582942,74337.52402029067
2025-03-10,80806.24340520517,59979.763817117906,67303.05112359716,76761.37593824622,74528.03049461133
2025-03-10,0.107,59628.13975923145,67886.59508155238,73875.44660948889,74713.18222048494
2025-03-09,83300.07117673589,72201.8596407361,74252.13162640495,76909.98536518535,75793.57043628229
2025-03-09,83590.05720977581,72858.8331003073,74329.71584432592,76978.23486326821,74868.01713360744
2025-03-08,86047.71998577529,73826.97208639067,74354.42604362765,77020.3756772048,75020.17769419981
2025-03-08,0.1292,74431.83926469543,74241.20809269817,77024.4986704593,75149.60829024902
2025-03-08,86114.01874233317,74431.84110755257,80961.35957841246,80099.52746088794,76235.49946711492
2025-03-07,78344.875,74626.33843007642,81244.50090900333,80190.25068051777,76379.70689654628
2025-03-07,88016.14617053255,76145.05040387332,82088.91228468064,80563.49192881095,76609.51533090843
2025-03-07,87898.8853937343,76302.40361207382,81942.75898678545,80609.9242084348,75631.56165345806
2025-03-06,90367.03011235932,75800.59858834454,81747.0058715382,77470.68600032525,75719.6930309439
2025-03-06,90281.79023390872,74881.88000086465,81373.7470376336,77620.9155494475,75784.51176469655
2025-03-05,0.1421,74050.5769207009,80821.61916378299,77771.1171641413,75876.1697460234
2025-03-05,87475.5,87490.87804927233,86626.1188864817,81200.71671224265,76970.89591262123
2025-03-05,88975.85881657829,87862.66338793027,86219.70075289528,81501.43771308834,77130.02625825659
2025-03-05,89117.61862793604,88032.77416548798,79864.2981374254,78323.73611249626,77270.9644231549
2025-03-04,84386.2502276295,87583.11436149711,79567.83910396577,78585.86024308436,77423.0297717334
2025-03-04,83936.0,87693.41315473185,79626.7538822105,79016.53671671764,77640.50216520476
2025-03-04,84462.66867276246,87865.61407440258,79686.32531078193,79505.12767882875,77862.41002432302
2025-03-02,94082.25,87592.66140686508,79807.78924822046,76488.61174051581,78091.98783254008
2025-03-02,90077.99737060555,85761.35972369106,79237.69534336345,76611.06800562296,78214.96054974364
2025-03-02,90166.63425948229,84576.7381178603,79136.00045203221,76873.31287870542,78354.93182856946
2025-03-01,85970.0,71695.82210936282,79038.07157294128,77135.47657453708,78494.37323573083
2025-03-01,85158.34178027266,71552.56384643444,79277.08943008413,74065.12596739423,78676.59135687893
2025-03-01,85141.40643769503,71560.09460968914,73194.36612911228,74449.71797202011,78867.37491524513
2025-02-28,82552.0,71507.03654716127,73868.08406126138,74834.60516736099,79036.92087128994
2025-02-28,81263.13821778195,72022.91708957583,74720.6151644996,75285.13314233015,79233.12331092471
2025-02-28,81785.6461297901,72714.03096303584,75775.3145380036,72382.88494679712,78330.2055014544
2025-02-27,0.2222,73695.26278620414,76783.17467328142,72862.08609342226,77421.48252297525
2025-02-27,84967.1921595013,86380.32103651974,76783.17408756712,76291.01775410141,78582.01696196143
2025-02-27,85211.05712305564,87001.61501373384,77603.88138220295,76684.52558910617,78796.02121210369
2025-02-26,84770.0,74828.63764853543,78406.3195512248,77134.84497756847,77849.23889740308
2025-02-26,86163.16379690178,76229.13157536149,79323.9300468756,77567.725508917,78070.53774982915
2025-02-26,86100.93533200202,77418.31323942337,73169.43423281118,77954.96632202498,78276.62030836077
2025-02-25,88654.26889196834,78836.59811297136,73984.44066788249,78364.58147655369,78489.0844869732
2025-02-25,88795.62995220917,79871.08656035867,74610.6253053786,78682.44638115591,78673.21386606936
2025-02-25,89316.25,67186.02713861452,75232.88157613286,78985.46270633885,78838.00592080853
2025-02-24,0.21556666666666666,68206.14775067205,68853.1625047043,79269.83185984929,79002.36255079781
2025-02-24,94573.45748778246,81984.00145391418,75705.06981492795,79269.8328038969,80164.8153087798
2025-02-24,94487.43544533491,82418.7285183897,75801.12627346058,79381.35217933325,80277.95765952914
2025-02-23,96028.92944683786,68920.555226199,75849.6511201607,79441.7970150646,80433.15837680321
2025-02-23,95895.6880236797,69132.28322279362,68990.45535559066,79500.47810624896,80559.14249406056
2025-02-22,0.214,69350.16405039853,68940.9975135631,79511.85559425109,80651.12592286238
2025-02-22,96457.09428440273,83279.73601365123,75798.8614206357,79511.85740496535,80651.1304228624
2025-02-22,96445.19148936165,69500.17725873654,75765.1697960094,79498.76050862668,80734.01245503724
2025-02-21,97616.54693911104,69426.13817594168,75863.37040391214,79480.10239175959,80825.19701923779
2025-02-21,0.2224,69183.52402853148,75811.52097095843,79421.8328582199,80901.82638198041
2025-02-21,97511.02542300025,82778.74701412242,82740.49841123879,79421.83365286277,82088.85724420263
2025-02-20,97420.85381691404,68848.62748838769,82744.72228522493,79396.19437151456,82158.57724002567
2025-02-20,97507.21774276889,68531.83097672765,82754.26745693323,75916.88822550232,82224.51775317107
2025-02-19,0.183,68317.98682762016,82738.0438365448,75892.45786180322,82294.80114077023
2025-02-19,95926.91790979754,82030.16233328225,89686.50121499428,79362.94309761263,82294.80706490605
2025-02-19,95918.24790723962,82300.6026318826,82834.59579286588,75936.99141712881,82380.8177655425
2025-02-18,95166.78329913659,82439.51791338538,82961.57808520591,75978.9526367916,81315.0665219065
2025-02-18,0.18874285714285716,82702.24980835519,83033.94290996848,72580.14689039385,81410.53053135565
2025-02-18,95203.27823529376,96640.81708206215,90010.50085690725,76018.81687153062,82558.89793574801
2025-02-17,96010.30869901647,96976.7039371388,90082.71367493908,76055.26667677503,82647.8967882089
2025-02-17,95985.41153963453,97158.10084546944,83224.85338929505,76067.51337053374,82761.60827050054
2025-02-16,97820.0,97342.84009670632,83232.35122124398,72639.47191911821,82798.81266753202
2025-02-16,96890.65487775912,83368.58895384919,83096.83437960704,72582.33753280972,81711.9403753098
2025-02-16,97005.90656392525,83483.63825702645,83032.14474548139,69121.96686574689,81738.965723615
2025-02-15,97570.15965880583,83365.6360115818,76103.16889448673,69170.8630598924,81799.01120623805
2025-02-15,97554.4862208304,83380.18463175239,76047.66645780418,69170.83451032717,81808.18320007308
2025-02-14,97280.08705733097,83188.72341273936,69079.50899407141,69167.81352864862,81820.68890873052
2025-02-14,97278.58629829272,69291.60593312066,69046.87188706166,69166.20493452111,81834.2428251348
2025-02-14,0.242,69121.86234578163,69039.38498023101,65691.97949301066,80753.37730773776
2025-02-14,97696.0,82825.0798053649,69039.38704139173,69166.4175524067,81810.45910762582
2025-02-13,96179.89084581265,82580.65123393633,68996.32718837728,69166.43446777109,81781.96968868295
2025-02-13,97672.0,68840.70177739167,62126.35087081923,69221.80747748962,81811.69627126216
2025-02-13,96214.25768773918,68715.148283856,62027.132886153995,69272.54631288804,81821.76577984862
2025-02-13,0.2647,54970.29457540345,62027.81967861096,69373.02404163285,81863.82958331818
2025-02-12,96090.38118691959,68802.13784100265,68910.17335177242,69373.02584520426,82979.79634649452
2025-02-12,95922.76421708288,68956.9076146804,62046.59261699244,69363.75185165212,83139.34766663985
2025-02-12,95985.0,55253.69427741856,62067.840686012365,69373.67870640267,83191.59376244454
2025-02-12,0.24465000000000003,55412.00314281823,55211.788986012376,69464.6075833071,83213.60028132169
2025-02-11,96793.12554525032,55411.9999642468,62238.557225298086,72983.3665991573,84301.97267188563
2025-02-11,0.28172857142857144,55339.11748845199,62294.002562850175,73162.08465494061,84315.64101809877
2025-02-11,96823.16755919441,69085.34478181846,69256.11806322585,76792.79936668542,85404.33312799569
2025-02-10,97173.76960266376,69018.20886254217,69285.53798198057,77006.38266814276,85411.40430461869
2025-02-10,0.27085625,55136.27761930449,62344.574005790295,77248.70395519234,85414.33324784445
2025-02-10,97093.16205779767,68881.98709460619,69293.44806342167,80959.6838289207,86483.37917347597
2025-02-09,0.2224,55011.57482920652,69336.54174716491,81246.52344872423,86475.94435252827
2025-02-09,96282.94821468666,69065.11448634938,76317.26408416001,85001.8653111643,87521.58056603202
2025-02-09,96223.87278213675,69248.88763724834,76517.95973962208,85230.16760581578,87494.52481556116
2025-02-08,96353.21612426039,69426.89134463322,76718.2284046547,85462.04218159686,87471.61417549763
2025-02-08,0.25089999999999996,69552.86710141896,69835.8783386361,85676.91413799212,87443.06193418571
2025-02-08,96220.23718336181,69552.8703922761,76680.91108631181,89331.50739275037,88539.98136863015
2025-02-07,0.2762,69704.90903223716,76679.51672679298,89480.8040105492,88556.66391844464
2025-02-07,98375.0,83661.5086651233,83717.4261806018,93059.73055937521,89590.14702413723
2025-02-07,97569.36027097946,83569.41368197068,83728.17597301654,89546.35682242714,89532.35799003692
2025-02-07,97469.89873383087,83787.03184199582,84030.16674703106,86061.7574579874,89495.84615914647
2025-02-06,97235.04642176059,84009.5654646762,84329.48067014497,86310.98684994903,89457.88753623603
2025-02-06,0.27393600000000007,70118.88957585326,84727.22735430494,86560.72000175416,89427.68695228876
2025-02-06,97284.50766308926,83808.95178034752,92152.83390459434,86560.73338975418,90480.45738628937
2025-02-05,97696.473630203,83654.1244213488,92625.9195944197,86825.10442744193,90461.21549739629
2025-02-05,97730.33511793149,83773.3436960803,93156.50515028356,87075.60872867567,90435.23240062049
2025-02-04,99092.68739115553,83886.93826406241,93686.46653816858,87343.1935961467,90422.55687115392
2025-02-04,99027.63409259348,84273.30165206631,93942.37547200946,87562.23736827055,90459.79738162256
2025-02-04,0.31520000000000004,84649.39587561376,94205.85595853903,87726.49739634701,90433.02750334225
2025-02-03,95830.70936745989,99335.56513275662,101517.94993734815,91444.64137845543,91527.73943518517
2025-02-03,96200.71615009819,100496.7160288412,101982.10369918893,91758.57903622635,91556.29966351269
2025-02-02,98531.00855332348,101597.71476749062,102282.09129430538,92064.13449712367,91622.54355814123
2025-02-02,98525.4970938063,102539.66660448685,102402.0349381486,92418.58062021926,91600.4511011088
2025-02-01,101797.23110718282,103485.99481227474,95364.53767183777,92734.3664382976,91571.15382980694
2025-02-01,101660.29365742559,103611.44929195262,88093.34816894376,92819.25806360696,91491.0077973101
2025-01-31,102803.5,103762.31604146432,88292.49302975308,89188.55539727033,91457.16009000536
2025-01-31,103958.76564005202,103700.33474193967,88394.21264920341,89228.30458227532,91364.75826001057
2025-01-31,103907.70732064405,103467.49136953666,80968.632874914,89253.05589039526,91275.49876655798
2025-01-30,105124.67141229703,102966.46782112015,81024.28926046414,89274.68025701321,91187.43924233232
2025-01-30,105149.79454832182,102264.40327181038,80994.71230706779,89335.69199228834,91103.97476125252
2025-01-29,102675.41246492784,87243.08053140077,80999.9206541248,89286.97879581516,91020.27590385916
2025-01-29,102716.36090400742,72575.24704593488,81182.09926453166,89311.26763635346,90983.70251749673
2025-01-28,102369.6309033275,72822.67001804184,81247.13883415496,89351.13769787802,90961.92072967441
2025-01-28,102328.86203323095,73088.09055646717,81371.33281956273,85695.10502890995,90888.72789286014
2025-01-27,100400.54248172855,58469.77438029133,81535.05437326376,85742.92713369022,90820.24331471314
2025-01-27,100210.2195671286,59082.11069980811,81846.17769994198,82157.2161871999,90768.11933249117
2025-01-27,0.5353654545454544,59725.02134232519,82435.12630228991,82283.94206514388,90761.1516875987
